カレーハウスＣｏＣｏ壱番屋千代田区専大通店,293,-105,586,-209,1172,-418,2344,-836,4688,-1672,9376,-3345,35.698032500000,139.754375000000,http://kanda-curry.com/,43,神田カレーグランプリ
カレーハウスＣｏＣｏ壱番屋千代田区神保町白山通店,293,-105,586,-209,1172,-418,2344,-836,4688,-1672,9376,-3345,35.697915833333,139.756794166667,http://kanda-curry.com/,43,神田カレーグランプリ
カレーハウスＣｏＣｏ壱番屋神田駅北口店,293,-105,586,-209,1172,-418,2344,-836,4688,-1673,9377,-3345,35.693411111111,139.770740833333,http://kanda-curry.com/,43,神田カレーグランプリ
カレーハウスＣｏＣｏ壱番屋ＪＲ秋葉原駅昭和通り口店,293,-105,586,-209,1172,-418,2345,-836,4689,-1673,9378,-3345,35.698302500000,139.775993333333,http://kanda-curry.com/,43,神田カレーグランプリ
カレーハウスＣｏＣｏ壱番屋東京メトロ末広町駅前店,293,-105,586,-209,1172,-418,2344,-836,4689,-1672,9377,-3345,35.703288055556,139.771407222222,http://kanda-curry.com/,43,神田カレーグランプリ
カレーハウスＣｏＣｏ壱番屋飯田橋目白通店,293,-105,586,-209,1172,-418,2344,-836,4688,-1672,9376,-3344,35.698757222222,139.749750277778,http://kanda-curry.com/,43,神田カレーグランプリ
シディーク,293,-105,586,-209,1172,-418,2344,-836,4688,-1672,9376,-3345,35.695655000000,139.755861111111,http://kanda-curry.com/,43,神田カレーグランプリ
シディークＡＫＩＢＡカレー館,293,-105,586,-209,1172,-418,2344,-836,4689,-1672,9377,-3345,35.702238055556,139.771398888889,http://kanda-curry.com/,43,神田カレーグランプリ
アジアンダイニングシディーク靖国神社前店,293,-105,586,-209,1172,-418,2344,-836,4688,-1672,9375,-3345,35.692946666667,139.742942777778,http://kanda-curry.com/,43,神田カレーグランプリ
シディーク半蔵門店,293,-105,586,-209,1172,-418,2344,-836,4687,-1673,9374,-3346,35.680645000000,139.741712777778,http://kanda-curry.com/,43,神田カレーグランプリ
アジアン居酒屋シディーク九段店,293,-105,586,-209,1172,-418,2344,-836,4688,-1672,9376,-3344,35.694216111111,139.746731388889,http://kanda-curry.com/,43,神田カレーグランプリ
学士会館セブンズ・ハウス,293,-105,586,-209,1172,-418,2344,-836,4688,-1673,9376,-3345,35.693344166667,139.759024722222,http://kanda-curry.com/,43,神田カレーグランプリ
タレカツ,293,-105,586,-209,1172,-418,2344,-836,4688,-1672,9377,-3344,35.699601666667,139.755763611111,http://kanda-curry.com/,43,神田カレーグランプリ
智爺坊,293,-105,586,-209,1172,-418,2344,-836,4688,-1673,9376,-3345,35.695599444444,139.759860833333,http://kanda-curry.com/,43,神田カレーグランプリ
哲麺　神保町店,293,-105,586,-209,1172,-418,2344,-836,4688,-1673,9376,-3345,35.695820145236,139.76041387861,http://kanda-curry.com/,43,神田カレーグランプリ
どまん中,293,-105,586,-209,1172,-418,2344,-836,4688,-1672,9377,-3344,35.698229722222,139.756771944444,http://kanda-curry.com/,43,神田カレーグランプリ
ボーイズ,293,-105,586,-209,1172,-418,2344,-836,4688,-1672,9376,-3345,35.696185555556,139.755963888889,http://kanda-curry.com/,43,神田カレーグランプリ
マンダラ,293,-105,586,-209,1172,-418,2344,-836,4688,-1672,9376,-3345,35.695041111111,139.757702777778,http://kanda-curry.com/,43,神田カレーグランプリ
椿屋珈琲店銀座本店,293,-105,586,-209,1172,-418,2343,-837,4687,-1674,9374,-3347,35.669002500000,139.761820000000,http://matome.naver.jp/odai/2126829617284434401,1541,【東京】深夜から朝まで居られるカフェ - NAVER まとめ
株式会社アマンド　六本木店,293,-105,586,-209,1172,-418,2343,-837,4686,-1673,9372,-3347,35.662938611111,139.732211666667,http://matome.naver.jp/odai/2126829617284434401,1541,【東京】深夜から朝まで居られるカフェ - NAVER まとめ
ａｍｉｃｏ,293,-104,586,-209,1171,-418,2342,-837,4685,-1673,9370,-3346,35.654338888889,139.702356388889,http://matome.naver.jp/odai/2126829617284434401,1541,【東京】深夜から朝まで居られるカフェ - NAVER まとめ
ホテル カンラ 京都,285,-101,570,-202,1141,-404,2281,-808,4563,-1615,9126,-3231,34.993781772889,135.75938593131,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
KIZASHI THE SUITE,285,-101,570,-202,1141,-404,2282,-808,4564,-1615,9128,-3231,35.003781037021,135.77577282741,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
ＫＩＺＡＳＨＩ・ＴＨＥ・ＳＵＩＴＥ,285,-101,570,-202,1141,-404,2282,-808,4564,-1615,9128,-3230,35.004142222222,135.775775555556,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
THE SCREEN,285,-101,570,-202,1141,-404,2282,-807,4565,-1614,9129,-3229,35.016835465757,135.76688446825,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
ＴＨＥ・ＳＣＲＥＥＮ,285,-101,570,-202,1141,-404,2282,-807,4564,-1614,9127,-3229,35.009309722222,135.747955277778,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
ヴィラージュ京都,285,-101,570,-202,1141,-404,2282,-807,4563,-1615,9127,-3229,35.004614118056,135.74716449769,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
ヴィラージュ京都,285,-101,570,-202,1141,-404,2282,-807,4563,-1615,9127,-3229,35.004389166667,135.747397777778,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
星のや　京都,285,-101,570,-202,1141,-403,2281,-806,4562,-1613,9124,-3225,35.011835288302,135.67522548692,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
星のや京都,285,-101,570,-202,1141,-403,2281,-806,4562,-1612,9125,-3224,35.015840000000,135.667967222222,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
星のや　京都,285,-101,570,-202,1141,-403,2281,-806,4562,-1612,9125,-3224,35.0163929,135.666611,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
株式会社俵屋旅館,285,-101,570,-202,1141,-404,2282,-807,4564,-1614,9127,-3229,35.009309722222,135.747955277778,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
柚子屋旅館,285,-101,570,-202,1141,-404,2282,-808,4564,-1615,9128,-3231,35.003225527037,135.77743934963,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
柚子屋旅館,285,-101,570,-202,1141,-404,2282,-808,4564,-1615,9128,-3231,35.003175555556,135.777567222222,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
洛陽荘,285,-101,571,-202,1141,-404,2282,-808,4565,-1615,9130,-3230,35.015058055556,135.788665833333,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
洛陽荘,285,-101,571,-202,1141,-404,2282,-808,4565,-1615,9130,-3230,35.014891291235,135.78854918248,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
京都上七軒　兆　別邸,285,-101,570,-202,1141,-403,2282,-807,4565,-1613,9129,-3226,35.029611752685,135.7379982366,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
京宿家　淳風　しらふじ庵,285,-101,570,-202,1141,-404,2282,-807,4563,-1615,9127,-3229,34.999892292815,135.74910889385,http://matome.naver.jp/odai/2131472516891901101,1923,【お泊りしたい！】京都で人気のおしゃれな 宿・ホテル・町屋 まとめ - NAVER まとめ
東京都立日比谷公園,293,-105,586,-209,1172,-418,2343,-837,4687,-1673,9374,-3347,35.67500997,139.75571741,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
東京都建設局日比谷公園サービスセンター,293,-105,586,-209,1172,-418,2343,-837,4687,-1673,9374,-3347,35.675010000000,139.755717500000,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
森のレストラン 日比谷 松本楼,293,-105,586,-209,1172,-418,2343,-837,4687,-1673,9374,-3347,35.67372402,139.75643407,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
東日本高速道路株式会社　日比谷自動車駐車場,293,-105,586,-209,1172,-418,2343,-837,4687,-1673,9374,-3347,35.673723888889,139.756434166667,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
日比谷野外音楽堂,293,-105,586,-209,1172,-418,2343,-837,4687,-1673,9374,-3347,35.671479722222,139.755386944444,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
日比谷公会堂,293,-105,586,-209,1172,-418,2343,-837,4687,-1673,9374,-3347,35.671479722222,139.755386944444,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
日本交通株式会社　ハイヤー営業所日比谷,293,-105,586,-209,1172,-418,2343,-837,4687,-1673,9374,-3347,35.673723888889,139.756434166667,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
大和自動車交通株式会社　ハイヤー営業所日比谷,293,-105,586,-209,1172,-418,2343,-837,4687,-1673,9374,-3347,35.673723888889,139.756434166667,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
東京都建設局日比谷公会堂・大音楽堂管理事務所,293,-105,586,-209,1172,-418,2343,-837,4687,-1673,9374,-3347,35.671479722222,139.755386944444,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
国立科学博物館附属自然教育園,293,-105,586,-209,1171,-419,2342,-837,4684,-1675,9369,-3349,35.636002222222,139.721296944444,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
国立科学博物館付属自然教育園,293,-105,586,-209,1171,-419,2342,-837,4684,-1675,9369,-3349,35.63600236,139.72129687,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
有栖川宮記念公園,293,-105,586,-209,1171,-419,2343,-837,4685,-1674,9370,-3348,35.65125073,139.72629588,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
ニッポンレンタカー新宿御苑前営業所,293,-104,586,-209,1172,-418,2343,-836,4687,-1672,9374,-3343,35.688149166667,139.713848333333,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
東京地下鉄株式会社　丸ノ内線新宿御苑前駅,293,-104,586,-209,1172,-418,2343,-836,4687,-1672,9374,-3343,35.688643611111,139.711765277778,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
新宿御苑【春・桜】,293,-104,586,-209,1172,-418,2343,-836,4687,-1672,9374,-3343,35.68801579,139.71084860,http://matome.naver.jp/odai/2131745851431870501,54,都内でキレイな紅葉が見れるスポット＆散歩コース - NAVER まとめ
